"id","tweet","label"
"train_twi_00589","ECG animguasefoɔ! Independence Day nso so?","Abuse"
"train_twi_00590","Aboaa saa nu. My vote go cancel en own 😂😂😂","Abuse"
"train_twi_00591","You don't tax your way out of wotri so ne wapampa so. Government ankasa dier if I talk now BNI go pick me up...","Abuse"
"train_twi_00592","Hw3 ne gyimie keka bi. Go and ask ur grandfather. Stomach politician","Abuse"
"train_twi_00593","W’abɔ neho dam, obegu yɛn team","Abuse"
"train_twi_00594","Gyimisɛm kɛkɛ. How can the opposition leader sign this when there is a government in power? Grow up man","Abuse"
"train_twi_00595","Oh baby girl baajo! No Motromodwo","Abuse"
"train_twi_00596","Look at this imbecile😂, apɔnkye! Woho fon wati","Abuse"
"train_twi_00597","Hw3 neho basaa bi Look at how black and white your face is Nkwasiasem nkoa na wcy3 wcha Sia banku","Abuse"
"train_twi_00598","Kwasia point any tweet you tweet here that makes sense kramanba","Abuse"
"train_twi_00599","If you support Npp by this time, wagyimi fuckin.. wo nnim nyansa sei","Abuse"
"train_twi_00600","Have you asked his former agent why he is not scoring ? Anaaaa 3y3 nsem hunu 🤣🤣🤣🤣. To whom it may concern","Abuse"
"train_twi_00601","The way aget 2,2 for my FPL de3 more than tuutuunii oo😭😭","Abuse"
"train_twi_00602","Adey go tear plantain leaves come cover my jollof aa landlord de ndwan bini apete so nyinaa argh😒😒😒aho)yaa nipa","Abuse"
"train_twi_00603","Krobofo)   ne Adwaman..","Hate"
"train_twi_00604","Perez got a word or two 4 u......LMAOOO.. .trigger wagyimi wai","Abuse"
"train_twi_00605","Ofui so you can’t love two artistes at the same time? Gymie. Like make I listen Apakye music?","Hate"
"train_twi_00606","Modeɛ moanya platform nti gyimisɛm nkoaaa na mode to to ha!","Abuse"
"train_twi_00607","Tweaa. Even I would have given similar response. You de3 be there  ","Abuse"
"train_twi_00608","Eiinti mongyae gyimisɛm yi?","Abuse"
"train_twi_00609","😂😂😂😂😂😂 Fantefo na brofo😂","Hate"
"train_twi_00610","Ahaaaa I was looking for your handle, yesee wokor keka nsem hunu bi wor TV so anopa yi ey3 ampa ?","Abuse"
"train_twi_00611","3456 I never liked your matters till I met you in person..keep it up..wagyimi paa lol","Abuse"
"train_twi_00612","Heerrr!! NDC communicators your head die k3k3. You hail kwaku manu for confusing credit scoring for credit card. Ohh debi, no wonder Mahama is your flag bearer. Ti wuiiiiiiiii","Abuse"
"train_twi_00613","3nti saa maame wei wagyimi saa? dabi dabi dabi........ http://","Abuse"
"train_twi_00614","Hmmm bet yi. Adwuma fon paaaa","Abuse"
"train_twi_00615","for all the fishy-acting motromodwo pagans! 😂","Abuse"
"train_twi_00616","Come make we play Fifa, u dey ask me for Adventure game kurasini","Abuse"
"train_twi_00617","Flier no nny3 f3 🥱","Abuse"
"train_twi_00618","Something Is Coming Gidigidi, Butubutu. 🔥🔥🔥👑 Huhuuhu. Just The Title Sef. Aboataaa😂","Abuse"
"train_twi_00619","😂nipa y3 aboa bone","Abuse"
"train_twi_00620","Madam useless how is that body shaming ??? See this unfortunate fool calling Wanni useless🤣 she goat who useless pass u on this BBN street. You’ve done worse to pple u don’t stan or support so better shut up. Clown🤡 aboa gyimii wo ho fi wati😏 toy","Abuse"
"train_twi_00621","We don't govern with swag. Show working and stop this blah blah blah. Animguasefoɔ","Abuse"
"train_twi_00622","As3 )yare na 3kasa oo  Dey will see it clear 7dec","Abuse"
"train_twi_00623","Eii Bridget Otoo, is that what they taught you at the Journalism School? Anaa wose na wabon nti boys boys no na na 3y3 wo assignment ma wo?","Abuse"
"train_twi_00624","Npp demma people and gyimie de3","Hate"
"train_twi_00625","Na kontomponi no nso de bi Nenam mu. As if she’s not doing this for her parochial interest","Abuse"
"train_twi_00626","Adɛn na Ghanafuɔ pɛ gyimisɛm saa herh 😭😭😭","Abuse"
"train_twi_00627","Aboataaa. you dey fear 😂😂😂😂😂😂😂, you've forgotten about what you told the Supreme Court judges","Abuse"
"train_twi_00628","Sadio mane and Thomas muller sef Dey use crack phone, mode3 gyimie","Abuse"
"train_twi_00629","Hwe ne gyimie gyimie bi kwasia go and arest him err","Abuse"
"train_twi_00630","Phil ny3 nipa pa koraaa","Abuse"
"train_twi_00631","Even my face without make up is still better than yours with make ups, wanim ankasa nny3 f3 baako sei kai","Abuse"
"train_twi_00632","Me ho kankan s3 w'anum","Abuse"
"train_twi_00633","make he come water the grass. siaman","Abuse"
"train_twi_00634","Just listened. Abeg delete this gyimisɛm.","Abuse"
"train_twi_00635","he’s a deacon and he’s tuutuu nii b33ma, water and oil don’t mix😭","Abuse"
"train_twi_00636","so how should have the people reacted?moagyimi anaaa","Abuse"
"train_twi_00637","Moy3 post te s3 de3 y3 y3n natwie wc Wotiri so","Abuse"
"train_twi_00638","Gyimisɛm nkoaa na aka mu. Opanyin toto aaa wa’gyimi..","Abuse"
"train_twi_00639","This fanbase ankasa abodamfo no doorso😂😂","Abuse"
"train_twi_00640","Show me when a sark fan said stone be apakye ?....pressure ama wo keka nkwasias3m 😭😭😭","Abuse"
"train_twi_00641","Kwasia as ebe Stone dier you call am to hear ein say, jon Obolo tui, ofui","Abuse"
"train_twi_00642","Alatafuo Chi Chinga, abiara na 3y3 (owor) Snake 3nam","Hate"
"train_twi_00643","They think they know.....wo ti ewu focken nim na won nim!","Abuse"
"train_twi_00644","Sister kosorokobo sef fit give demands right now","Abuse"
"train_twi_00645","Abodamfo ebien 🤣","Abuse"
"train_twi_00646","Nti woho nny3 f3 na wokasa saa no ahh!😂","Abuse"
"train_twi_00647","You might have wotiri so Ne wapampa so","Abuse"
"train_twi_00648","Because we've not seen a woman being transformed by makeup before or what? Gyimisɛm sei","Abuse"
"train_twi_00649","This guy ein issue I don’t seem to understand, he’s so chill man, this nonsense can’t happen to 50cent walahi, you my wife and separation come so you wan claim my assets? Wabodam","Abuse"
"train_twi_00650","😂😂😂😂 guy wei y3 forkin ruff. DM aaa wo de aba TL...Twitter fuor di nsem hunu oo😂","Abuse"
"train_twi_00651","I totally agree with Paluta, ah so an elderly man has invited, so because he’s a Politician nti he shouldn’t meet up with him, moagyimi koraa dodo","Abuse"
"train_twi_00652","Masa giddifork Astro turf we go chop. Siaaa kwa Can’t you see the spike in fuel and rent prices. Now we have dumsor in our hand. What will does who operate cold store do?","Abuse"
"train_twi_00653","Akoa awiey3 nny3 f3 ... Womaametw3 send ur slips to ur family house 😂😂😂","Abuse"
"train_twi_00654","I guess I won’t watch the game tonight. Sasabonsam nipa","Abuse"
"train_twi_00655","Sɛ mo ahu gyimisɛm sei??? If I catch alhaji make nobody come tell me shit👍🏾","Abuse"
"train_twi_00656","The president does not even pay how much more Ohianiba Dwomoh","Abuse"
"train_twi_00657","Wo papa agyimi tes3 wo p33p3","Abuse"
"train_twi_00658","Sɛ Suame magazin no deɛ sɛ ɛyɛ gyimisɛm kasa. Looking at the age structure of Ghana, only an ignorant fool would think you can sustain a product in Ghana depending on people born in the 60s and 70s.","Abuse"
"train_twi_00659","Fake Tugyimi 🫵","Abuse"
"train_twi_00660","Wo maame tw3 toilet gyimi ni cabbage stew sia ohianiba","Abuse"
"train_twi_00661","Hv u seen your face in the mirror? Id be damned if I looked anything like you . Wanim s3 fufufunu","Abuse"
"train_twi_00662","Ghana beyond aid mpo nie oo. If it be the other way round like this country go get Official Gofundme and Onlyfans account. Animguasefoɔ","Abuse"
"train_twi_00663","Wey sense edey this inside?? What's with the Ghana flag colors on these trains? Nkuraasesɛm aaakwa... Like only Ghana has trains","Abuse"
"train_twi_00664","Alatafuo....oh my God what did u just said???😂😂😂😂😂😂  ahhh Obi mbra oo🤪🤪","Hate"
"train_twi_00665","""Don't be sick, else I will also fall Sick"".New relationship ankasa, gyimie no dɔɔso too much😂😂😂","Abuse"
"train_twi_00666","Oh nuumo! tuutuu sunset sane 😁","Abuse"
"train_twi_00667","Some apakye go steal laptop for my hostel wey them catch am this morning. Them beat am make he start dey walk better. Next time","Hate"
"train_twi_00668","Nipa ny3 oh …. Lady shares story on how her own friends almost poisoned her","Abuse"
"train_twi_00669","😂 ""ogya eey"".. Listened to him yestee in a cab calling Ursula a dirty pig for her LGBTQ comments. Akoa no anum kasa nyɛ koraa","Abuse"
"train_twi_00670","Alonso nu w’asa o herh 😂","Abuse"
"train_twi_00671","Asante nim nyansa sene wo kuro no nti ma force wo ama wo ka me kurom kasa,gyimi gyimifo,ka wo deɛ na yɛn hwɛ sɛ wo maame mpo bɛ tie ah","Abuse"
"train_twi_00672","Naasei baakopɛ ampa Asantefoɔ di agorɔ a  Na Ayigbefoɔ nso kasa Tete naa teteɛ anka moseɛ ne hwan","Hate"
"train_twi_00673","We are now seeing the nkwasiafoc one by one","Abuse"
"train_twi_00674","Winter do ein legs like micrometer screw gauge dey tag Elon say make he take my account. Yoo grow but gyimie nkoaa 😂","Abuse"
"train_twi_00675","Gyimiefoc ne gyimie keka de3. Vice who? A rebranded liars, weiting good he did during his administration. Nkwasiafoc agyimifoc followers","Abuse"
"train_twi_00676","since when did the likes of Kuffuor and Atta Mills even become Drs? 3y3 bcnn anaa 3y3 gyimie cos what is this embarrassment","Abuse"
"train_twi_00677","Never play with apakye and stammers cmo bc dua ruff 😂😂😂","Hate"
"train_twi_00678","We have the men, we will arrest the dollar, breaking the wotriso ne wapampa so","Abuse"
"train_twi_00679","Kurasini. Because I said goals it has to be two people? 😐 ","Abuse"
"train_twi_00680","adwuma fon ben wode3 ama me no  woho fin wati","Abuse"
"train_twi_00681","If it were GHS being quoted I was expecting Messi because aponkyeba mpem aduawotwe de, enka mɛ we kɔtɔ.","Abuse"
"train_twi_00682","Hmmmmm, fire will burn them all.Animguasefoɔ nkoaaaa. Na ɛyɛ ghana football. ❤️💯🇦🇹🇦🇹🇦🇹","Abuse"
"train_twi_00683","British be like - God save our Queen, Americans be like- God bless America, Ghanaians be like- Tweaa.... Smh","Abuse"
"train_twi_00684","Abodamfo)  hene ","Abuse"
"train_twi_00685","Gyimieee nkoaa, so what is the sense in this tsww , if u can’t aa come home err who force you.. black man  de3 saa","Hate"
"train_twi_00686","Oh Gyae gyimie no, Kwasia k)T) de3 nebo dw3 sia what you people do NDC did they complain you bought every media station and FM throwing dust in our eyes , the country hard to cook and make it soft","Abuse"
"train_twi_00687","Ɛnyɛ gyimisɛm nkoaa na aka Ghanafo...Mahama or Addo dey play the game some.","Abuse"
"train_twi_00688","no matter how inconsistent Felix is, you guys should know a striker or a midfielder can never play that position better unless another winger, if Ferran is not available it should be Felix na moagyimi kraa dodo ","Abuse"
"train_twi_00689","Gyimisɛm sei! If everyone was to be cooking at home because ɔnyɛ akwadaa, nanka food vendors no be sidɛn ɛnya sika. Sia, so people can’t express their displeasure when they pay for a service and do not get their money’s worth again","Abuse"
"train_twi_00690","but the way robert dey use de wagyimi word on trae dirr its not nice. U go make she turn gyimii gyimii","Abuse"
"train_twi_00691","Alatafuo ni home training nti na omo ye fraudsters","Hate"
"train_twi_00692","Alatafuo mo ti se aponchi & apotro","Abuse"
"train_twi_00693","some of you are not concerned about the war, ebi the likes and rts noor e dey need u…ei koo bibinii","Hate"
"train_twi_00694","Wenger: Ah? only 14 games? woy3 kurasini saa? Fa wo gyimie firi m'ani so!!","Abuse"
"train_twi_00695","See this Apakye man oo, he want to use Shatta wale to promote his beans album 🤣...","Abuse"
"train_twi_00696","Y’agyimi oo…….y’agyimi style biaa bi!!","Abuse"
"train_twi_00697","debby is a foool..dada pa na wagyimi saa nu","Abuse"
"train_twi_00698","Strongman y3 Kurasini rough 😂","Abuse"
"train_twi_00699","3y3 nokr3 prophet....gyimiii no y3 too much...kasa hunu nkoaaa","Abuse"
"train_twi_00700","Saa Jon Dumelo adwuma fon no yagyae..🤣🤣🤣🤣","Abuse"
"train_twi_00701","Who is aboaa more than someone who doesn’t see anything wrong with  Dumelo’s comment. Ofui","Abuse"
"train_twi_00702","You lack political sense.. you are now wailing more than the bereaved.. you are a small boy in politics.. very soon NPP will go to opposition and you will inherit Bawumia and NAPO’s enemies and they will be having drink up with their NDC fellows in the back yard.. wagyimi dodo!","Abuse"
"train_twi_00703","Ghanaians, wabon dodo. Industry Machinnnnnnne 😂😂. We beg","Abuse"
"train_twi_00704","Kurasini...fire go burn ur morda","Abuse"
"train_twi_00705","Bro if you can do this then why are any of your church Members poor? Nkwasiasem sei","Abuse"
"train_twi_00706","No Irish cream as ingredient nsɛmfo rap bia purely poetic","Abuse"
"train_twi_00707","Aboa 😂 u wan dey top . Tweaa","Abuse"
"train_twi_00708","Against Xavilococus? Wabon kraa na kontomire? Kai","Abuse"
"train_twi_00709","Obaa paa na wo nantin bawee na Usain Bolt nantin kraa te s3n","Abuse"
"train_twi_00710","yess Boston make a fool of yourselves, ndwan","Abuse"
"train_twi_00711","Sexy trash. Edit it Tikelenkele","Abuse"
"train_twi_00712","well done.. not every coach would’ve stepped down especially knowing very well they have the backing of the FA…
but still w’abon!","Abuse"
"train_twi_00713","I need to understand how this sht works because s3 anka enye nkuraasesɛm aa, anka how can other 4th gen fandoms think omo bɛtumi akasa etiaa Stray Kids","Abuse"
"train_twi_00714","Da biara mpanyinfuo ma yɛ di ɔmo atɛm wɔ kuro ne mu. Tie gyimisɛm bi","Abuse"
"train_twi_00715","Enti ne kra kraa ne s3n😂 Ei koo Bibinii.","Hate"
"train_twi_00716","hahahaha wagyimi paaaaa “ @Kobe_spincho : Just finished posing, so tired. ”","Abuse"
"train_twi_00717","if my bro or sis gets rich and he or she  says they don’t owe me anything i go fi wound am ong  hw3 woyale anaa","Abuse"
"train_twi_00718","Professor banza. Gyama wonnim nea woka .how are things going. Kohwini. Ghanaians are wise now, we won't fall for this gimmicks and theatrics wai.","Abuse"
"train_twi_00719","Nkuraasesɛm wɔ bi mo aniso oo eii, I blame social media, clout and fame is like a drug, they take small aah, they will do anything to sustain the high.. Obia sɔre a na wafa camera asi ne so na ogyimi 😂😂","Abuse"
"train_twi_00720","The clapping dey k!ll me. Obi reka nkwasiasem sei na mososɔ so 😂","Abuse"
"train_twi_00721","People mean to tell me this man has been doing blood money from 1977...42 solid years😂😂😂😂😂 Don’t find money and keep saying nkwasiasem 🤣🤣","Abuse"
"train_twi_00722","Kurasini detected. Wo ho fi","Abuse"
"train_twi_00723","Carlo no w’abon papa. You can’t beat this team? Sack him now. After 30 minutes Kroos could barely move, yet you played him against Liverpool for 84 minutes. Karim could  barely run too. E no get tactics biaa.","Abuse"
"train_twi_00724","Get nantwie bini as your profile pic lets continue. Nkwasiafoc ba.","Abuse"
"train_twi_00725","na wo wagyimi anaa. ahh. kuro no mu hyehyeehye you’re still trying to secure votes based on pettiness and sentiments. kurasenii barima. aboa bi kwa. me I vite NPP since 2012 but wo wagyimi dodo ah","Abuse"
"train_twi_00726","Gyina kwan ho na srɛsrɛ sika mome wai.. Nkuraasesɛm sei.. How dem raise some of you people sef??","Abuse"
"train_twi_00727","Wo ti awu brutaa 🤦","Abuse"
"train_twi_00728","Africans will do everything but stand together smh Koo bibinii ","Hate"
"train_twi_00729","lmaoooo "" @Qweku_Ace
: Obaa anim bawee s3 igneous rock aa )de p3 aware3""","Abuse"
"train_twi_00730","🤣🤣🤣🤣🤣🤣 he be gyimii King Kong","Abuse"
"train_twi_00731","Wɔpɛ sɛ wototo mɔmɔne bɛ hyɛ w'anum na wɔwie a w'akasɛ w'anum bɔn😂😂😂","Abuse"
"train_twi_00732","Y3y3 wey dey kill Ghanaman, kasa hunu nkoaaa, Abeiku na you be sanitation officer. I greet you.","Abuse"
"train_twi_00733","That guy really dey rap ooo but Gyimie kakraa dey inside","Abuse"
"train_twi_00734","Kasa hunu kɛkɛ. Tsww","Abuse"
"train_twi_00735","Some of you Onyeka fans tweet rubbish at times that is  why our girl will always be dragged.#BBNaija abba  can’t you mind your business .Nkwasiafoc mtchewww","Abuse"
"train_twi_00736","Yaw hw3 sukuu bi na kor na sua ade3 na wadwen mu nbie na rap no wabon","Abuse"
"train_twi_00737","I'm supposed to believe there's a Better rapper than Lyrical Joe 😂😂😂 Woyale","Abuse"
"train_twi_00738","Ɛmomm paaa dieɛɛ, me kasa mose me nyɛ... Gyimii nkoaaa","Abuse"
"train_twi_00739","Odogo with no elegance, ne ball nny3 f3","Abuse"
"train_twi_00740","Those asking what's he's using to tweet... Ɛyɛ nkuraasesɛm anaa sɛ gyimie? Anaa them snatch ein logins too? 😂 😂 MOyɛ Mmoa koraa dodo","Abuse"
"train_twi_00741","Maame wagyimi anaaa ahhhh","Abuse"
"train_twi_00742","Akosua Manu no deɛ w'abon tu. Thank God she's contesting in a discerning constituency like Adenta. She'll never be in parliament with that her intellectual deficiency.","Abuse"
"train_twi_00743","Onana dier every shot be goal…W’agyimi fokn","Abuse"
"train_twi_00744","Joshua Black diɛ gyimie nkoaa, why you too you no go wake up as Ronaldo???","Abuse"
"train_twi_00745","Please kindly tell her sɛ with all due respect ɔnfa ne gyimisɛm mpɛ baabi nkɔ waiLGBTQ>> Trumu sɛm yɛ mmoa adi","Hate"
"train_twi_00746","Why are people dr@gging her, ah Moagyimi ana so someone can’t advertise in peace too, this thing be bad haba 🤦‍♂️","Abuse"
"train_twi_00747","You're nice. Gyae gyimie no","Abuse"
"train_twi_00748","Yawa boys.we've kicked them out of the big school category. Enimguasefoɔ","Abuse"
"train_twi_00749","Odwan m33","Abuse"
"train_twi_00750","Aane o Obaa Delay, saa nti na aboa kɔkɔsakyi yi ara ka sɛ ɔbɛsi ne dan ɛberɛ biara nsuo retɔ; nanso ɔse ɔmma efie aduane nnyɛ ne dɛ efiri sɛ etuo mu esum na Agya bofoɔ nso ho ehu paa ara. Ɛno nti na kɔkɔsakyi ayɛ ka wɔ sumina soɔ yi rehwehwɛ fufufunu ne Delay Mackerel adie yi","Abuse"
"train_twi_00751","This two de3 e check like you be tuutuu nii","Abuse"
"train_twi_00752","Wei mpo na woka ne hu asem na motromodwo nso erhnn","Abuse"
"train_twi_00753","Them take dema gyimie cast the rollover 💔bastards","Abuse"
"train_twi_00754","Ebi nkurasis3m","Abuse"
"train_twi_00755","Your boyfriend once said ""Wabon dodo na WASSCE is waiting for you""","Abuse"
"train_twi_00756","How is this person a journalist in Ghana. Wabon ruf","Abuse"
"train_twi_00757","Nipa ny3 ooo 😹💔 buh ridee dem dey talk say the tablets be bad idea","Abuse"
"train_twi_00758","Foolish useless leaders npp and ndc making Ghana a living hell. God will judge you people for that NKWASIAFOC","Abuse"
"train_twi_00759","So eno be Bayie aaa why ugo listen this and say Bruno Kay no dey force? lol","Abuse"
"train_twi_00760","That president is a scammer. Does it mean they didn't think before promising the people? Enimguasefoɔ","Abuse"
"train_twi_00761","You invited a FOOL to your program erh! Mo ne gyimie diɛ boi","Abuse"
"train_twi_00762","Bra gyae gyimie nu…he’s only reacting to the code mickey actions and not what you think wai","Abuse"
"train_twi_00763","Nanka nyɛ gyimisɛm aa barima deɛ wose yɛdɛn di waist 22inches kye flex 🤣🤣🤣🤣🤣 aaaahh !!","Abuse"
"train_twi_00764","Aponkyeba, why don’t you use this your wisdom to make some money and then give them to your community?!","Abuse"
"train_twi_00765","Abrɔ ne bayie nti, I'm happier than a Manchester City fan with a season ticket to unlimited victories!","Abuse"
"train_twi_00766","Kohwini, and this guy wanna be mp? No wonder he lost Who experienced 24/7 dumsor  Eeeiii politics has made brilliant people dumb in this country oo 🤣🤣 Even if so, why did we kick them out for u to be comparing again Sick nation","Abuse"
"train_twi_00767","I shock say e go catch the mall dere sef....frafrani gyimiii ","Hate"
"train_twi_00768","The corrupt deals signed under ur kohwini uncle de3, u no see am abi Some of u eerrr, u can't stay in this country when power changed The audios where u guys were sharing PDs monies and things erhn, we shall see","Abuse"
"train_twi_00769","I've always said if you get a good conversationalist keep her because it's a lot of 'cool' out there. What's up ose 'cool'  Wabodam on?","Abuse"
"train_twi_00770","Ei koo bibinii 😳😡","Hate"
"train_twi_00771","they gave it to some girl bi..right after she got the prize her first words to us was abodamfo..""Lmao 😂","Abuse"
"train_twi_00772","Just a normal chief like the Asantehene. Odwan. Y3mes3 y3 ny3n wo. Wo Ho fon s3 atin. Wo maame as3i ni tw3 kwa. Musuo nka wo ni wo abusua.","Abuse"
"train_twi_00773","Imagine a defensive midfielder scoring 9 pens that he no go use for anything then we'll be saying our attackers no dey pull numbers. Gyimisɛm sei","Abuse"
"train_twi_00774","you dey stay ndwan buom or what","Abuse"
"train_twi_00775","Ne gyimie bi, kwasia,Aboafun, FufuFunu😂 stupid man","Abuse"
"train_twi_00776","Let’s be Serious please we even got over World Cup 2010 heart break in a week and danced to Castro and Asamoah Gyan to ur back or norr noor na Nkwasiasem wei😂","Abuse"
"train_twi_00777","Womame wai, You have just started northerners against bulobulo akans war activated. You educated idiot. I bet you don’t know how to recite the national anthem and pledge. I bet you did not pass your BECE, stupid tribalistic knuckleheads. Mumu","Abuse"
"train_twi_00778","Nkruasifuɔ ba, wo maame ne wo papa bra jenjan no na ɔɔmo de awo wo, ɛfuom nii ah wanya phone, woho sɛ sardine nsuo, wano nsuo sɛ nŋwa(snail),wo papa kɔte bɔtɔ no na ɔdi awo wo,tuutuu nii ba,wo maame ɛdwaman nti bɔdanii mpo di no, kwasia next time reply sm1 wit insults,bring it on","Abuse"
"train_twi_00779","Dancehall king ah w'anum bɔn sɛ plɛtu 😂😂😂😂😂 Yaa Pono is just mean","Abuse"
"train_twi_00780","That apakye is better than ur ugly dwarf. Wowc problem paaa shatta amawadwuma","Abuse"
"train_twi_00781","3koraaa wagyimi..... aboaa y3 sen onipa aaaa wagyimi. Simple. Ofui like you.","Abuse"
"train_twi_00782","Maybe Wo ti na ewu k3k3  International doesn't only mean it should be in different countries  International also means people from other countries attend that school","Abuse"
"train_twi_00783","I will rather marry sasabonsam than to be with a girl like this.The heat and smell I can’t abeg. I wont even sleep with them. Tweakai","Abuse"
"train_twi_00784","Hwɛ ne gyimii bi ne ne nkuraasesɛm bi... Anaa mahama no na yɛnhuu ne so ɔman panin da...","Abuse"
"train_twi_00785","Masa Robert Sanchez nu w’asa o","Abuse"
"train_twi_00786","So the NDC in opposition is more powerful than the Npp who are in government and have all the power to stop this menace. Some of you talk as if you don’t have any sense. Mo agyimi too much","Abuse"
"train_twi_00787","Wedding cake for what 😒😒😒""AH?”wah?""woy3 p3p333 paa. Nipa b)ne ni😒","Abuse"
"train_twi_00788","Ayigbefoɔ ne veins😂😂😂","Hate"
"train_twi_00789","This is not the same as buying and paying in bits. Sua nyansa na gyai gyimie nu","Abuse"
"train_twi_00790","40mins after you were laughing at chelsea…Siato 🤣","Abuse"
"train_twi_00791","See Mata going back and working for the ball. Otweaa. Hahahahahaha","Abuse"
"train_twi_00792","S3 me ka ho asem aa medi n’at3m fri s3 nea cka y3 no y3 gyimisem paaa mo manpanyin no n’adwene nny3 adwuma anaa","Abuse"
"train_twi_00793","🇬🇭The last time Bawumia met the Media  this is the nkwasiasem he told 💔them and they clapped 😆🤣","Abuse"
"train_twi_00794","Wo ho fi s3 pr3ko, gyimifo) ba instead to promote ur candidate see how you're fuulishly insulting people cus dey don't support your candidate","Abuse"
"train_twi_00795","only knows why this guy became apakye. smh","Abuse"
"train_twi_00796","But Sasabonsam be wild o🤣🤣🤣 I’m sorry for what she might have gone through ","Abuse"
"train_twi_00797","They are fond of dx paa. That's y dey are always wrong. How can u translate a bar to Twi😂😂😂😂😂nkuraasesɛm","Abuse"
"train_twi_00798","M'adi w'at3m freee wontumi nny3 hwiiii aboafunu errrrr shame","Abuse"
"train_twi_00799","Kurasinii gayni where in the post did I mention Netflix? Woho fon s3 atadwi","Abuse"
"train_twi_00800","tweaa...Coach Kwasi Appiah. wo ti awu pa pa ...","Abuse"
"train_twi_00801","Masa that song nor reach tamele sef rest !! U confuse people milking y’all tugyimi just for clicks and likes to outreach🤣🤣","Abuse"
"train_twi_00802","Wotiri so consensus.","Abuse"
"train_twi_00803","Npp ni aboa . Preko ba 🐷","Abuse"
"train_twi_00804","Kurasini. Womp3 6 points ?","Abuse"
"train_twi_00805","Who even said we have leaders in Africa? Which of the qualities of a leader best describes them? They just a bunch of animguasefoɔ kɛkɛ.","Abuse"
"train_twi_00806","Kramoni a wotwa lotto. Asem oooo","Hate"
"train_twi_00807","@Pkays_Corner
 called you nkwadaaa nketenkete a moda mo MAAME nkyɛn. Ɛna w'aye space no wo te so ntie. Sɛ watɔ bundle 3.00 ama mo? Animguasefoɔ nyatwomfoɔ","Abuse"
"train_twi_00808","Koo bibinii ☹️ Who cursed us?","Hate"
"train_twi_00809","Code micky pɛ gyimie o🤣🤣","Abuse"
"train_twi_00810","Twaaasidi team sei you and ur team be nkwasiafoc","Abuse"
"train_twi_00811","One kurasini go shout ""Faaaaaaaaaaaaammmmmm"" ","Abuse"
"train_twi_00812","you are emotionally weak and intolerant. I thought you were a gentleman sɛ na tweaa. You lost respect today, and you lost the ballots today.","Abuse"
"train_twi_00813","Obiaa nim dada! Ofui "" @badboy1288 : Obiaa b3hunu wo kurasini ah woy3 ne wo gyimi @icet88","Abuse"
"train_twi_00814","Wo kwasia, u think u can trash his album?","Abuse"
"train_twi_00815","Nkwasiasem sei .. Rawlings ein kiddie kuraaa still dey chase ein political dreams. Who be that fufufunu too","Abuse"
"train_twi_00816","Menfa anibr3 ne aho)yaa nka nkwasiasem...","Abuse"
"train_twi_00817","U den afia swarznega fufufunu de3 no difference oo, m’agyimi gyimi tan, and the funny thin bi sey u sanso dey resemble each other J)NFO)🤣🤣🤣","Abuse"
"train_twi_00818","Ka kyerɛ no. Nsɛmfo nkoara na wɔ mo di no afidie yi so","Abuse"
"train_twi_00819","Agyimifoɔ animguasefoɔ aban sei!","Abuse"
"train_twi_00820","mo deɛ mo gyimii ne saa  Kumasi people, Kumasi people no","Abuse"
"train_twi_00821","You see you can't fully show it sekof e no nice 😂😂😂😭Animguasefoɔ!","Abuse"
"train_twi_00822","Hahahahaha. E go you ooo. You can’t get the boy’s issue out of your head that’s why you keep using trumutu..gay and co. Akoa nni dwuma di. Find something to do and concentrate on your little life. Aboa. Tuutuu nii baa bi ba. Wo maame tw3 nyinaaa ago. Kwasiampanin te s3 wo","Abuse"
"train_twi_00823","You bi kwasia man, the person says the stay at same area, what will he get for lying Jon","Abuse"
"train_twi_00824","You de3 you gyimie saa","Abuse"
"train_twi_00825","Wonitwasidi Wu y3 aboaa paaaaaa","Abuse"
"train_twi_00826","Na if I chop obroni 5K sef he chop more. Adwuma fon sei.","Abuse"
"train_twi_00827","Na nsem hunu ben nie? 😂😂😂😂😂😂😂😂😂😂","Abuse"
"train_twi_00828","Chairman , don’t worry urslf ..is just power ranger humans overhyped...flying human beings dey inside oo😂😂..is a 5/10 movie ..with the hope that season 2 will b better 😂..nny3 f3 saa","Abuse"
"train_twi_00829","But you were here the last time whining about the blackstars being turned into a Muslim congregation..Is Salisu a Sefwi? ..you tweet needlessly for clout..Kowensani","Abuse"
"train_twi_00830","Nkurasefoɔ. ..animguasefoɔ. ....Nyame be tua mo ka.....no game plan....frɛ frɛ kɔbɔ. ..gyimi saaaa","Abuse"
"train_twi_00831","1080 wagyimi dodo!!","Abuse"
"train_twi_00832","Nzemafo) mmaa ho y3f3 dodo...daamn😍😍😍","Normal"
"train_twi_00833","Nkwasiafoc what nonsense was that, you've disappointed me and I won't forgive mmoaaa","Abuse"
"train_twi_00834","Mo keka mo gyimisɛm wie a mo se harmless tweet","Abuse"
"train_twi_00835","Aane woyɛ mabusuani. Kramoni biaaaa yɛ mabusuani","Normal"
"train_twi_00836","Eeeih NPPfoɔ. Deɛ akɔdru ni?Animguasefoɔ party. Hahaha.","Hate"
"train_twi_00837","Wo maame gyimii fo) mpo had the chance to give birth to you. Aboaba.","Abuse"
"train_twi_00838","Same car brought all our politicians from their villages, so they are the same. Wo na wo ti ewu.","Abuse"
